Match Number,Round Number,Date,Location,Home Team,Away Team,Result
1210,14,26/06/2024 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Cleveland Guardians,
1211,14,26/06/2024 18:10,Fenway Park,Boston Red Sox,Toronto Blue Jays,
1212,14,26/06/2024 18:10,Citi Field,New York Mets,New York Yankees,
1213,14,26/06/2024 18:15,Busch Stadium,St. Louis Cardinals,Atlanta Braves,
1214,14,26/06/2024 19:10,Guaranteed Rate Field,Chicago White Sox,Los Angeles Dodgers,
1215,14,26/06/2024 20:40,Chase Field,Arizona Diamondbacks,Minnesota Twins,
1216,14,26/06/2024 20:45,Oracle Park,San Francisco Giants,Chicago Cubs,
1217,14,27/06/2024 14:40,Chase Field,Arizona Diamondbacks,Minnesota Twins,
1218,14,27/06/2024 14:45,Oracle Park,San Francisco Giants,Chicago Cubs,
89,14,27/06/2024 15:10,Guaranteed Rate Field,Chicago White Sox,Atlanta Braves,
1219,14,27/06/2024 17:20,Citizens Bank Park,Philadelphia Phillies,Miami Marlins,
1220,14,27/06/2024 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Texas Rangers,
1221,14,27/06/2024 18:07,Rogers Centre,Toronto Blue Jays,New York Yankees,
1222,14,27/06/2024 18:45,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,
1223,14,27/06/2024 19:10,Kauffman Stadium,Kansas City Royals,Cleveland Guardians,
1224,14,27/06/2024 20:38,Angel Stadium,Los Angeles Angels,Detroit Tigers,
1225,14,28/06/2024 17:20,Citizens Bank Park,Philadelphia Phillies,Miami Marlins,
1226,14,28/06/2024 17:50,Tropicana Field,Tampa Bay Rays,Washington Nationals,
1227,14,28/06/2024 18:05,Oriole Park at Camden Yards,Baltimore Orioles,Texas Rangers,
1228,14,28/06/2024 18:07,Rogers Centre,Toronto Blue Jays,New York Yankees,
1229,14,28/06/2024 18:10,Citi Field,New York Mets,Houston Astros,
1230,14,28/06/2024 18:10,Fenway Park,Boston Red Sox,San Diego Padres,
1233,14,28/06/2024 18:10,Guaranteed Rate Field,Chicago White Sox,Colorado Rockies,
1231,14,28/06/2024 18:20,Truist Park,Atlanta Braves,Pittsburgh Pirates,
1232,14,28/06/2024 19:10,Kauffman Stadium,Kansas City Royals,Cleveland Guardians,
1234,14,28/06/2024 19:10,American Family Field,Milwaukee Brewers,Chicago Cubs,
1235,14,28/06/2024 19:15,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,
1236,14,28/06/2024 20:38,Angel Stadium,Los Angeles Angels,Detroit Tigers,
1237,14,28/06/2024 20:40,Chase Field,Arizona Diamondbacks,Oakland Athletics,
1238,14,28/06/2024 20:40,T-Mobile Park,Seattle Mariners,Minnesota Twins,
1239,14,28/06/2024 21:15,Oracle Park,San Francisco Giants,Los Angeles Dodgers,
1240,14,29/06/2024 13:10,Guaranteed Rate Field,Chicago White Sox,Colorado Rockies,
1241,14,29/06/2024 13:15,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,
1242,14,29/06/2024 14:07,Rogers Centre,Toronto Blue Jays,New York Yankees,
1243,14,29/06/2024 15:05,Citizens Bank Park,Philadelphia Phillies,Miami Marlins,
1244,14,29/06/2024 15:10,Kauffman Stadium,Kansas City Royals,Cleveland Guardians,
1245,14,29/06/2024 15:10,Citi Field,New York Mets,Houston Astros,
1246,14,29/06/2024 15:10,Chase Field,Arizona Diamondbacks,Oakland Athletics,
1247,14,29/06/2024 15:10,Fenway Park,Boston Red Sox,San Diego Padres,
1248,14,29/06/2024 15:10,Tropicana Field,Tampa Bay Rays,Washington Nationals,
1249,14,29/06/2024 15:10,Truist Park,Atlanta Braves,Pittsburgh Pirates,
1250,14,29/06/2024 15:10,American Family Field,Milwaukee Brewers,Chicago Cubs,
1251,14,29/06/2024 18:15,Oracle Park,San Francisco Giants,Los Angeles Dodgers,
1252,14,29/06/2024 18:15,Oriole Park at Camden Yards,Baltimore Orioles,Texas Rangers,
1253,14,29/06/2024 21:07,Angel Stadium,Los Angeles Angels,Detroit Tigers,
1254,14,29/06/2024 21:10,T-Mobile Park,Seattle Mariners,Minnesota Twins,
1255,14,30/06/2024 12:35,Fenway Park,Boston Red Sox,San Diego Padres,
1256,14,30/06/2024 12:35,Oriole Park at Camden Yards,Baltimore Orioles,Texas Rangers,
1257,14,30/06/2024 12:35,Truist Park,Atlanta Braves,Pittsburgh Pirates,
1258,14,30/06/2024 12:35,Citizens Bank Park,Philadelphia Phillies,Miami Marlins,
1259,14,30/06/2024 12:37,Rogers Centre,Toronto Blue Jays,New York Yankees,
1260,14,30/06/2024 12:40,Citi Field,New York Mets,Houston Astros,
1261,14,30/06/2024 12:40,Tropicana Field,Tampa Bay Rays,Washington Nationals,
1262,14,30/06/2024 13:10,Kauffman Stadium,Kansas City Royals,Cleveland Guardians,
1263,14,30/06/2024 13:10,Guaranteed Rate Field,Chicago White Sox,Colorado Rockies,
1264,14,30/06/2024 13:10,American Family Field,Milwaukee Brewers,Chicago Cubs,
1265,14,30/06/2024 13:15,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,
1266,14,30/06/2024 15:05,Oracle Park,San Francisco Giants,Los Angeles Dodgers,
1267,14,30/06/2024 15:07,Angel Stadium,Los Angeles Angels,Detroit Tigers,
1268,14,30/06/2024 15:10,Chase Field,Arizona Diamondbacks,Oakland Athletics,
1269,14,30/06/2024 15:10,T-Mobile Park,Seattle Mariners,Minnesota Twins,
1270,14,01/07/2024 14:07,Rogers Centre,Toronto Blue Jays,Houston Astros,
1271,14,01/07/2024 17:45,Nationals Park,Washington Nationals,New York Mets,
1272,14,01/07/2024 19:40,Coors Field,Colorado Rockies,Milwaukee Brewers,
1273,14,02/07/2024 17:40,PNC Park,Pittsburgh Pirates,St. Louis Cardinals,
1274,14,02/07/2024 17:40,Progressive Field,Cleveland Guardians,Chicago White Sox,
1275,14,02/07/2024 17:40,loanDepot park,Miami Marlins,Boston Red Sox,
1276,14,02/07/2024 17:45,Nationals Park,Washington Nationals,New York Mets,
1277,14,02/07/2024 18:05,Yankee Stadium,New York Yankees,Cincinnati Reds,
1278,14,02/07/2024 18:07,Rogers Centre,Toronto Blue Jays,Houston Astros,
1279,14,02/07/2024 18:20,Truist Park,Atlanta Braves,San Francisco Giants,
1280,14,02/07/2024 18:40,Target Field,Minnesota Twins,Detroit Tigers,
1281,14,02/07/2024 19:05,Globe Life Field,Texas Rangers,San Diego Padres,
1282,14,02/07/2024 19:05,Wrigley Field,Chicago Cubs,Philadelphia Phillies,
1283,14,02/07/2024 19:10,Kauffman Stadium,Kansas City Royals,Tampa Bay Rays,
1284,14,02/07/2024 19:40,Coors Field,Colorado Rockies,Milwaukee Brewers,
1285,14,02/07/2024 20:40,Oakland Coliseum,Oakland Athletics,Los Angeles Angels,
1286,14,02/07/2024 20:40,T-Mobile Park,Seattle Mariners,Baltimore Orioles,
1287,14,02/07/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Arizona Diamondbacks,
1288,15,03/07/2024 17:40,PNC Park,Pittsburgh Pirates,St. Louis Cardinals,
1289,15,03/07/2024 17:40,Progressive Field,Cleveland Guardians,Chicago White Sox,
1290,15,03/07/2024 17:40,loanDepot park,Miami Marlins,Boston Red Sox,
1291,15,03/07/2024 17:45,Nationals Park,Washington Nationals,New York Mets,
1292,15,03/07/2024 18:05,Yankee Stadium,New York Yankees,Cincinnati Reds,
1293,15,03/07/2024 18:07,Rogers Centre,Toronto Blue Jays,Houston Astros,
1294,15,03/07/2024 18:20,Truist Park,Atlanta Braves,San Francisco Giants,
1295,15,03/07/2024 19:05,Globe Life Field,Texas Rangers,San Diego Padres,
1296,15,03/07/2024 19:05,Wrigley Field,Chicago Cubs,Philadelphia Phillies,
1297,15,03/07/2024 19:10,Kauffman Stadium,Kansas City Royals,Tampa Bay Rays,
1298,15,03/07/2024 19:10,Target Field,Minnesota Twins,Detroit Tigers,
1299,15,03/07/2024 19:40,Coors Field,Colorado Rockies,Milwaukee Brewers,
1300,15,03/07/2024 20:40,Oakland Coliseum,Oakland Athletics,Los Angeles Angels,
1301,15,03/07/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Arizona Diamondbacks,
1302,15,03/07/2024 21:10,T-Mobile Park,Seattle Mariners,Baltimore Orioles,
1303,15,04/07/2024 10:05,Nationals Park,Washington Nationals,New York Mets,
1304,15,04/07/2024 11:35,PNC Park,Pittsburgh Pirates,St. Louis Cardinals,
1305,15,04/07/2024 12:05,Yankee Stadium,New York Yankees,Cincinnati Reds,
1306,15,04/07/2024 12:07,Rogers Centre,Toronto Blue Jays,Houston Astros,
1307,15,04/07/2024 12:10,Progressive Field,Cleveland Guardians,Chicago White Sox,
1308,15,04/07/2024 12:10,loanDepot park,Miami Marlins,Boston Red Sox,
1309,15,04/07/2024 13:10,Target Field,Minnesota Twins,Detroit Tigers,
1310,15,04/07/2024 13:20,Wrigley Field,Chicago Cubs,Philadelphia Phillies,
1311,15,04/07/2024 13:35,Globe Life Field,Texas Rangers,San Diego Padres,
1312,15,04/07/2024 15:07,Oakland Coliseum,Oakland Athletics,Los Angeles Angels,
1313,15,04/07/2024 15:10,T-Mobile Park,Seattle Mariners,Baltimore Orioles,
1314,15,04/07/2024 18:20,Truist Park,Atlanta Braves,San Francisco Giants,
1315,15,04/07/2024 19:10,Kauffman Stadium,Kansas City Royals,Tampa Bay Rays,
1316,15,04/07/2024 19:10,Coors Field,Colorado Rockies,Milwaukee Brewers,
1317,15,04/07/2024 20:10,Dodger Stadium,Los Angeles Dodgers,Arizona Diamondbacks,
1318,15,05/07/2024 13:20,Wrigley Field,Chicago Cubs,Los Angeles Angels,
1319,15,05/07/2024 17:40,PNC Park,Pittsburgh Pirates,New York Mets,
1320,15,05/07/2024 17:45,Nationals Park,Washington Nationals,St. Louis Cardinals,
1321,15,05/07/2024 18:05,Yankee Stadium,New York Yankees,Boston Red Sox,
1322,15,05/07/2024 18:10,Great American Ball Park,Cincinnati Reds,Detroit Tigers,
1323,15,05/07/2024 18:10,Progressive Field,Cleveland Guardians,San Francisco Giants,
1324,15,05/07/2024 18:10,loanDepot park,Miami Marlins,Chicago White Sox,
1325,15,05/07/2024 18:20,Truist Park,Atlanta Braves,Philadelphia Phillies,
1326,15,05/07/2024 19:05,Globe Life Field,Texas Rangers,Tampa Bay Rays,
1327,15,05/07/2024 19:10,Coors Field,Colorado Rockies,Kansas City Royals,
1328,15,05/07/2024 19:10,Target Field,Minnesota Twins,Houston Astros,
1329,15,05/07/2024 20:40,Oakland Coliseum,Oakland Athletics,Baltimore Orioles,
1330,15,05/07/2024 20:40,Petco Park,San Diego Padres,Arizona Diamondbacks,
1331,15,05/07/2024 20:40,T-Mobile Park,Seattle Mariners,Toronto Blue Jays,
1332,15,05/07/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Milwaukee Brewers,
1333,15,06/07/2024 12:05,Yankee Stadium,New York Yankees,Boston Red Sox,
1334,15,06/07/2024 13:10,Target Field,Minnesota Twins,Houston Astros,
1335,15,06/07/2024 13:20,Wrigley Field,Chicago Cubs,Los Angeles Angels,
1336,15,06/07/2024 15:05,PNC Park,Pittsburgh Pirates,New York Mets,
1337,15,06/07/2024 15:05,Nationals Park,Washington Nationals,St. Louis Cardinals,
1338,15,06/07/2024 15:05,Globe Life Field,Texas Rangers,Tampa Bay Rays,
1339,15,06/07/2024 15:07,Oakland Coliseum,Oakland Athletics,Baltimore Orioles,
1340,15,06/07/2024 15:10,Great American Ball Park,Cincinnati Reds,Detroit Tigers,
1341,15,06/07/2024 15:10,Progressive Field,Cleveland Guardians,San Francisco Giants,
1342,15,06/07/2024 15:10,T-Mobile Park,Seattle Mariners,Toronto Blue Jays,
1343,15,06/07/2024 15:10,loanDepot park,Miami Marlins,Chicago White Sox,
1344,15,06/07/2024 18:15,Truist Park,Atlanta Braves,Philadelphia Phillies,
1345,15,06/07/2024 18:15,Dodger Stadium,Los Angeles Dodgers,Milwaukee Brewers,
1346,15,06/07/2024 20:10,Coors Field,Colorado Rockies,Kansas City Royals,
1347,15,06/07/2024 20:40,Petco Park,San Diego Padres,Arizona Diamondbacks,
1348,15,07/07/2024 12:35,PNC Park,Pittsburgh Pirates,New York Mets,
1349,15,07/07/2024 12:35,Nationals Park,Washington Nationals,St. Louis Cardinals,
1350,15,07/07/2024 12:35,Truist Park,Atlanta Braves,Philadelphia Phillies,
1351,15,07/07/2024 12:35,Yankee Stadium,New York Yankees,Boston Red Sox,
1352,15,07/07/2024 12:40,Great American Ball Park,Cincinnati Reds,Detroit Tigers,
1353,15,07/07/2024 12:40,Progressive Field,Cleveland Guardians,San Francisco Giants,
1354,15,07/07/2024 12:40,loanDepot park,Miami Marlins,Chicago White Sox,
1355,15,07/07/2024 13:10,Target Field,Minnesota Twins,Houston Astros,
1356,15,07/07/2024 13:20,Wrigley Field,Chicago Cubs,Los Angeles Angels,
1357,15,07/07/2024 13:35,Globe Life Field,Texas Rangers,Tampa Bay Rays,
1358,15,07/07/2024 14:10,Coors Field,Colorado Rockies,Kansas City Royals,
1359,15,07/07/2024 15:07,Oakland Coliseum,Oakland Athletics,Baltimore Orioles,
1360,15,07/07/2024 15:10,Petco Park,San Diego Padres,Arizona Diamondbacks,
1361,15,07/07/2024 15:10,T-Mobile Park,Seattle Mariners,Toronto Blue Jays,
1362,15,07/07/2024 15:10,Dodger Stadium,Los Angeles Dodgers,Milwaukee Brewers,
1363,15,08/07/2024 11:35,PNC Park,Pittsburgh Pirates,New York Mets,
1364,15,08/07/2024 15:05,Nationals Park,Washington Nationals,St. Louis Cardinals,
1365,15,08/07/2024 17:40,Comerica Park,Detroit Tigers,Cleveland Guardians,
1366,15,08/07/2024 18:10,Great American Ball Park,Cincinnati Reds,Colorado Rockies,
1367,15,08/07/2024 19:10,Guaranteed Rate Field,Chicago White Sox,Minnesota Twins,
1368,15,08/07/2024 20:38,Angel Stadium,Los Angeles Angels,Texas Rangers,
1369,15,08/07/2024 20:40,Chase Field,Arizona Diamondbacks,Atlanta Braves,
1370,15,09/07/2024 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Chicago Cubs,
1371,15,09/07/2024 17:40,Comerica Park,Detroit Tigers,Cleveland Guardians,
1372,15,09/07/2024 17:40,Citizens Bank Park,Philadelphia Phillies,Los Angeles Dodgers,
1373,15,09/07/2024 17:50,Tropicana Field,Tampa Bay Rays,New York Yankees,
1374,15,09/07/2024 18:10,Great American Ball Park,Cincinnati Reds,Colorado Rockies,
1375,15,09/07/2024 18:10,Citi Field,New York Mets,Washington Nationals,
1376,15,09/07/2024 18:10,Fenway Park,Boston Red Sox,Oakland Athletics,
1377,15,09/07/2024 18:45,Busch Stadium,St. Louis Cardinals,Kansas City Royals,
1378,15,09/07/2024 19:10,Guaranteed Rate Field,Chicago White Sox,Minnesota Twins,
1379,15,09/07/2024 19:10,Minute Maid Park,Houston Astros,Miami Marlins,
1380,15,09/07/2024 19:10,American Family Field,Milwaukee Brewers,Pittsburgh Pirates,
1381,15,09/07/2024 20:38,Angel Stadium,Los Angeles Angels,Texas Rangers,
1382,15,09/07/2024 20:40,Petco Park,San Diego Padres,Seattle Mariners,
1383,15,09/07/2024 20:40,Chase Field,Arizona Diamondbacks,Atlanta Braves,
1384,15,09/07/2024 20:45,Oracle Park,San Francisco Giants,Toronto Blue Jays,
1385,16,10/07/2024 13:10,Guaranteed Rate Field,Chicago White Sox,Minnesota Twins,
1386,16,10/07/2024 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Chicago Cubs,
1387,16,10/07/2024 17:40,Comerica Park,Detroit Tigers,Cleveland Guardians,
1388,16,10/07/2024 17:40,Petco Park,San Diego Padres,Seattle Mariners,
1389,16,10/07/2024 17:50,Tropicana Field,Tampa Bay Rays,New York Yankees,
1390,16,10/07/2024 18:05,Citizens Bank Park,Philadelphia Phillies,Los Angeles Dodgers,
1391,16,10/07/2024 18:10,Great American Ball Park,Cincinnati Reds,Colorado Rockies,
1392,16,10/07/2024 18:10,Citi Field,New York Mets,Washington Nationals,
1393,16,10/07/2024 18:10,Fenway Park,Boston Red Sox,Oakland Athletics,
1394,16,10/07/2024 18:45,Busch Stadium,St. Louis Cardinals,Kansas City Royals,
1395,16,10/07/2024 19:10,Minute Maid Park,Houston Astros,Miami Marlins,
1396,16,10/07/2024 19:10,American Family Field,Milwaukee Brewers,Pittsburgh Pirates,
1397,16,10/07/2024 20:38,Angel Stadium,Los Angeles Angels,Texas Rangers,
1398,16,10/07/2024 20:40,Chase Field,Arizona Diamondbacks,Atlanta Braves,
1399,16,10/07/2024 20:45,Oracle Park,San Francisco Giants,Toronto Blue Jays,
1400,16,11/07/2024 12:10,Great American Ball Park,Cincinnati Reds,Colorado Rockies,
1401,16,11/07/2024 12:10,Comerica Park,Detroit Tigers,Cleveland Guardians,
1402,16,11/07/2024 12:10,Citi Field,New York Mets,Washington Nationals,
1403,16,11/07/2024 13:10,American Family Field,Milwaukee Brewers,Pittsburgh Pirates,
1404,16,11/07/2024 14:45,Oracle Park,San Francisco Giants,Toronto Blue Jays,
1405,16,11/07/2024 17:05,Citizens Bank Park,Philadelphia Phillies,Los Angeles Dodgers,
1406,16,11/07/2024 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Chicago Cubs,
1407,16,11/07/2024 17:50,Tropicana Field,Tampa Bay Rays,New York Yankees,
1408,16,11/07/2024 18:10,Fenway Park,Boston Red Sox,Oakland Athletics,
1409,16,11/07/2024 19:10,Minute Maid Park,Houston Astros,Miami Marlins,
1410,16,11/07/2024 20:38,Angel Stadium,Los Angeles Angels,Seattle Mariners,
1411,16,11/07/2024 20:40,Chase Field,Arizona Diamondbacks,Atlanta Braves,
1412,16,12/07/2024 17:40,Comerica Park,Detroit Tigers,Los Angeles Dodgers,
1413,16,12/07/2024 17:40,Citizens Bank Park,Philadelphia Phillies,Oakland Athletics,
1414,16,12/07/2024 17:50,Tropicana Field,Tampa Bay Rays,Cleveland Guardians,
1415,16,12/07/2024 18:05,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,
1416,16,12/07/2024 18:10,Fenway Park,Boston Red Sox,Kansas City Royals,
1417,16,12/07/2024 18:10,Citi Field,New York Mets,Colorado Rockies,
1418,16,12/07/2024 18:10,Great American Ball Park,Cincinnati Reds,Miami Marlins,
1419,16,12/07/2024 19:10,Minute Maid Park,Houston Astros,Texas Rangers,
1420,16,12/07/2024 19:10,Guaranteed Rate Field,Chicago White Sox,Pittsburgh Pirates,
1421,16,12/07/2024 19:10,American Family Field,Milwaukee Brewers,Washington Nationals,
1422,16,12/07/2024 19:15,Busch Stadium,St. Louis Cardinals,Chicago Cubs,
1423,16,12/07/2024 20:38,Angel Stadium,Los Angeles Angels,Seattle Mariners,
1424,16,12/07/2024 20:40,Chase Field,Arizona Diamondbacks,Toronto Blue Jays,
1425,16,12/07/2024 20:40,Petco Park,San Diego Padres,Atlanta Braves,
1426,16,12/07/2024 21:15,Oracle Park,San Francisco Giants,Minnesota Twins,
1427,16,13/07/2024 12:10,Comerica Park,Detroit Tigers,Los Angeles Dodgers,
1428,16,13/07/2024 13:10,Guaranteed Rate Field,Chicago White Sox,Pittsburgh Pirates,
1429,16,13/07/2024 13:15,Busch Stadium,St. Louis Cardinals,Chicago Cubs,
1430,16,13/07/2024 15:05,Citizens Bank Park,Philadelphia Phillies,Oakland Athletics,
1431,16,13/07/2024 15:05,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,
1432,16,13/07/2024 15:10,Fenway Park,Boston Red Sox,Kansas City Royals,
1433,16,13/07/2024 15:10,Citi Field,New York Mets,Colorado Rockies,
1434,16,13/07/2024 15:10,Tropicana Field,Tampa Bay Rays,Cleveland Guardians,
1435,16,13/07/2024 15:10,Minute Maid Park,Houston Astros,Texas Rangers,
1436,16,13/07/2024 15:10,Great American Ball Park,Cincinnati Reds,Miami Marlins,
1437,16,13/07/2024 15:10,American Family Field,Milwaukee Brewers,Washington Nationals,
1438,16,13/07/2024 18:15,Oracle Park,San Francisco Giants,Minnesota Twins,
1439,16,13/07/2024 18:15,Petco Park,San Diego Padres,Atlanta Braves,
1440,16,13/07/2024 20:38,Angel Stadium,Los Angeles Angels,Seattle Mariners,
1441,16,13/07/2024 21:10,Chase Field,Arizona Diamondbacks,Toronto Blue Jays,
1442,16,14/07/2024 12:35,Fenway Park,Boston Red Sox,Kansas City Royals,
1443,16,14/07/2024 12:35,Citizens Bank Park,Philadelphia Phillies,Oakland Athletics,
1444,16,14/07/2024 12:35,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,
1445,16,14/07/2024 12:40,Comerica Park,Detroit Tigers,Los Angeles Dodgers,
1446,16,14/07/2024 12:40,Citi Field,New York Mets,Colorado Rockies,
1447,16,14/07/2024 12:40,Tropicana Field,Tampa Bay Rays,Cleveland Guardians,
1448,16,14/07/2024 12:40,Great American Ball Park,Cincinnati Reds,Miami Marlins,
1449,16,14/07/2024 13:10,Minute Maid Park,Houston Astros,Texas Rangers,
1450,16,14/07/2024 13:10,Guaranteed Rate Field,Chicago White Sox,Pittsburgh Pirates,
1451,16,14/07/2024 13:10,American Family Field,Milwaukee Brewers,Washington Nationals,
1452,16,14/07/2024 13:15,Busch Stadium,St. Louis Cardinals,Chicago Cubs,
1453,16,14/07/2024 15:05,Oracle Park,San Francisco Giants,Minnesota Twins,
1454,16,14/07/2024 15:07,Angel Stadium,Los Angeles Angels,Seattle Mariners,
1455,16,14/07/2024 15:10,Chase Field,Arizona Diamondbacks,Toronto Blue Jays,
1456,16,14/07/2024 15:10,Petco Park,San Diego Padres,Atlanta Braves,
1457,17,19/07/2024 13:20,Wrigley Field,Chicago Cubs,Arizona Diamondbacks,
1458,17,19/07/2024 17:40,PNC Park,Pittsburgh Pirates,Philadelphia Phillies,
1459,17,19/07/2024 17:45,Nationals Park,Washington Nationals,Cincinnati Reds,
1460,17,19/07/2024 18:05,Yankee Stadium,New York Yankees,Tampa Bay Rays,
1461,17,19/07/2024 18:07,Rogers Centre,Toronto Blue Jays,Detroit Tigers,
1462,17,19/07/2024 18:10,Progressive Field,Cleveland Guardians,San Diego Padres,
1463,17,19/07/2024 18:10,loanDepot park,Miami Marlins,New York Mets,
1464,17,19/07/2024 18:20,Truist Park,Atlanta Braves,St. Louis Cardinals,
1465,17,19/07/2024 19:05,Globe Life Field,Texas Rangers,Baltimore Orioles,
1466,17,19/07/2024 19:10,Kauffman Stadium,Kansas City Royals,Chicago White Sox,
1467,17,19/07/2024 19:40,Coors Field,Colorado Rockies,San Francisco Giants,
1468,17,19/07/2024 20:40,Oakland Coliseum,Oakland Athletics,Los Angeles Angels,
1469,17,19/07/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Boston Red Sox,
1470,17,19/07/2024 21:10,T-Mobile Park,Seattle Mariners,Houston Astros,
1471,17,20/07/2024 12:05,Yankee Stadium,New York Yankees,Tampa Bay Rays,
1472,17,20/07/2024 14:07,Rogers Centre,Toronto Blue Jays,Detroit Tigers,
1473,17,20/07/2024 15:07,Oakland Coliseum,Oakland Athletics,Los Angeles Angels,
1474,17,20/07/2024 15:10,loanDepot park,Miami Marlins,New York Mets,
1475,17,20/07/2024 17:40,PNC Park,Pittsburgh Pirates,Philadelphia Phillies,
1476,17,20/07/2024 17:45,Nationals Park,Washington Nationals,Cincinnati Reds,
1477,17,20/07/2024 18:05,Globe Life Field,Texas Rangers,Baltimore Orioles,
1478,17,20/07/2024 18:10,Progressive Field,Cleveland Guardians,San Diego Padres,
1479,17,20/07/2024 18:10,Kauffman Stadium,Kansas City Royals,Chicago White Sox,
1480,17,20/07/2024 18:10,Target Field,Minnesota Twins,Milwaukee Brewers,
1481,17,20/07/2024 18:15,Wrigley Field,Chicago Cubs,Arizona Diamondbacks,
1482,17,20/07/2024 18:15,Dodger Stadium,Los Angeles Dodgers,Boston Red Sox,
1483,17,20/07/2024 18:20,Truist Park,Atlanta Braves,St. Louis Cardinals,
1484,17,20/07/2024 19:10,Coors Field,Colorado Rockies,San Francisco Giants,
1485,17,20/07/2024 20:40,T-Mobile Park,Seattle Mariners,Houston Astros,
1486,17,21/07/2024 12:35,Nationals Park,Washington Nationals,Cincinnati Reds,
1487,17,21/07/2024 12:35,PNC Park,Pittsburgh Pirates,Philadelphia Phillies,
1488,17,21/07/2024 12:35,Truist Park,Atlanta Braves,St. Louis Cardinals,
1489,17,21/07/2024 12:35,Yankee Stadium,New York Yankees,Tampa Bay Rays,
1490,17,21/07/2024 12:37,Rogers Centre,Toronto Blue Jays,Detroit Tigers,
1491,17,21/07/2024 12:40,Progressive Field,Cleveland Guardians,San Diego Padres,
1492,17,21/07/2024 12:40,loanDepot park,Miami Marlins,New York Mets,
1493,17,21/07/2024 13:10,Kauffman Stadium,Kansas City Royals,Chicago White Sox,
1494,17,21/07/2024 13:10,Target Field,Minnesota Twins,Milwaukee Brewers,
1495,17,21/07/2024 13:20,Wrigley Field,Chicago Cubs,Arizona Diamondbacks,
1496,17,21/07/2024 13:35,Globe Life Field,Texas Rangers,Baltimore Orioles,
1497,17,21/07/2024 14:10,Coors Field,Colorado Rockies,San Francisco Giants,
1498,17,21/07/2024 15:07,Oakland Coliseum,Oakland Athletics,Los Angeles Angels,
1499,17,21/07/2024 15:10,Dodger Stadium,Los Angeles Dodgers,Boston Red Sox,
1500,17,21/07/2024 15:10,T-Mobile Park,Seattle Mariners,Houston Astros,
1501,17,22/07/2024 12:05,Yankee Stadium,New York Yankees,Tampa Bay Rays,
1502,17,22/07/2024 17:40,Progressive Field,Cleveland Guardians,Detroit Tigers,
1503,17,22/07/2024 17:40,PNC Park,Pittsburgh Pirates,St. Louis Cardinals,
1504,17,22/07/2024 17:40,loanDepot park,Miami Marlins,New York Mets,
1505,17,22/07/2024 18:20,Truist Park,Atlanta Braves,Cincinnati Reds,
1506,17,22/07/2024 18:40,Target Field,Minnesota Twins,Philadelphia Phillies,
1507,17,22/07/2024 19:05,Globe Life Field,Texas Rangers,Chicago White Sox,
1508,17,22/07/2024 19:05,Wrigley Field,Chicago Cubs,Milwaukee Brewers,
1509,17,22/07/2024 19:10,Kauffman Stadium,Kansas City Royals,Arizona Diamondbacks,
1510,17,22/07/2024 19:40,Coors Field,Colorado Rockies,Boston Red Sox,
1511,17,22/07/2024 20:40,Oakland Coliseum,Oakland Athletics,Houston Astros,
1512,17,22/07/2024 20:40,T-Mobile Park,Seattle Mariners,Los Angeles Angels,
1513,17,22/07/2024 21:10,Dodger Stadium,Los Angeles Dodgers,San Francisco Giants,
1514,17,23/07/2024 17:40,Progressive Field,Cleveland Guardians,Detroit Tigers,
1515,17,23/07/2024 17:40,PNC Park,Pittsburgh Pirates,St. Louis Cardinals,
1516,17,23/07/2024 17:40,loanDepot park,Miami Marlins,Baltimore Orioles,
1517,17,23/07/2024 17:45,Nationals Park,Washington Nationals,San Diego Padres,
1518,17,23/07/2024 18:05,Yankee Stadium,New York Yankees,New York Mets,
1519,17,23/07/2024 18:07,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,
1520,17,23/07/2024 18:20,Truist Park,Atlanta Braves,Cincinnati Reds,
1521,17,23/07/2024 18:40,Target Field,Minnesota Twins,Philadelphia Phillies,
1522,17,23/07/2024 19:05,Globe Life Field,Texas Rangers,Chicago White Sox,
1523,17,23/07/2024 19:05,Wrigley Field,Chicago Cubs,Milwaukee Brewers,
1524,17,23/07/2024 19:10,Kauffman Stadium,Kansas City Royals,Arizona Diamondbacks,
1525,17,23/07/2024 19:40,Coors Field,Colorado Rockies,Boston Red Sox,
1526,17,23/07/2024 20:40,Oakland Coliseum,Oakland Athletics,Houston Astros,
1527,17,23/07/2024 20:40,T-Mobile Park,Seattle Mariners,Los Angeles Angels,
